Region,Technology,Year,Value,,Source,Updated at,Updated by
ES,HLI_Biomass,2020,1.621,,,,
ES,HLI_Direct_Electric,2020,0.532,,,,
ES,HLI_Gas_Boiler,2020,14.2147,,,,
ES,HLI_Hardcoal,2020,0.0182,,,,
ES,HLI_Oil_Boiler,2020,1.5402,,,,
ES,HLR_Biomass,2020,5.3835,,,,
ES,HLR_Direct_Electric,2020,5.148,,,,
ES,HLR_Gas_Boiler,2020,40.8311,,,,
ES,HLR_Oil_Boiler,2020,5.1411,,,,
ES,HMI_Biomass,2020,0.5172,,,,
ES,HMI_Gas,2020,56.6907,,,,
ES,HMI_HardCoal,2020,1.2782,,,,
ES,HMI_Oil,2020,1.4508,,,,
ES,HMI_Steam_Electric,2020,0.1478,,,,
ES,P_Biomass,2020,1.43,,,,
ES,P_Coal_Hardcoal,2020,6.384242254,,,,
ES,P_Coal_Lignite,2020,0.706153846,,,,
ES,P_Gas,2020,31.41839534,,,,
ES,P_Gas_CCGT,2020,26.250145,,,,
ES,P_Gas_OCGT,2020,0.246,,,,
ES,P_Nuclear,2020,7.12,,,,
ES,P_Oil,2020,1.79077125,,,,
ES,RES_Hydro_Large,2020,7.49,,,,
ES,RES_Hydro_Small,2020,1.33,,,,
ES,RES_PV_Utility_Avg,2020,5.915,,,,
ES,RES_Wind_Offshore_Transitional,2020,0,,,,
ES,RES_Wind_Onshore_Avg,2020,23.1,,,,
ES,X_Gasifier,2020,68.9,,,,
FI,CHP_Biomass_Solid,2020,4.033288643,,,,
FI,CHP_Coal_Hardcoal,2020,1.470895725,,,,
FI,CHP_Gas_CCGT_Natural,2020,0.625297578,,,,
FI,CHP_Oil,2020,0.033394883,,,,
FI,D_PHS,2020,0,,,,
FI,HHI_BF_BOF,2020,4.0005,,,,
FI,HHI_DRI_EAF,2020,0.0492,,,,
FI,HHI_Scrap_EAF,2020,0.171,,,,
FI,HLI_Biomass,2020,4.0387,,,,
FI,HLI_Direct_Electric,2020,0.0945,,,,
FI,HLI_Gas_Boiler,2020,12.7748,,,,
FI,HLI_Hardcoal,2020,0.0453,,,,
FI,HLI_Oil_Boiler,2020,0.6403,,,,
FI,HLR_Biomass,2020,1.5521,,,,
FI,HLR_Direct_Electric,2020,1.755,,,,
FI,HLR_Gas_Boiler,2020,17.526,,,,
FI,HLR_Oil_Boiler,2020,0.7394,,,,
FI,HMI_Biomass,2020,0.1323,,,,
FI,HMI_Gas,2020,10.3095,,,,
FI,HMI_HardCoal,2020,0.0151,,,,
FI,HMI_Oil,2020,2.1825,,,,
FI,HMI_Steam_Electric,2020,0.0147,,,,
FI,P_Biomass,2020,1.633656994,,,,
FI,P_Coal_Hardcoal,2020,2.956063564,,,,
FI,P_Coal_Lignite,2020,0,,,,
FI,P_Gas,2020,1.584770815,,,,
FI,P_Gas_CCGT,2020,1.14,,,,
FI,P_Gas_OCGT,2020,1.179,,,,
FI,P_Nuclear,2020,2.75,,,,
FI,P_Oil,2020,2.753655026,,,,
FI,RES_Hydro_Large,2020,0,,,,
FI,RES_Hydro_Small,2020,3.15,,,,
FI,RES_PV_Utility_Avg,2020,0.08,,,,
FI,RES_Wind_Offshore_Transitional,2020,0,,,,
FI,RES_Wind_Onshore_Avg,2020,2,,,,
FI,X_Gasifier,2020,0.6,,,,
FR,CHP_Biomass_Solid,2020,1.98438435,,,,
FR,CHP_Coal_Hardcoal,2020,0.26943923,,,,
FR,CHP_Gas_CCGT_Natural,2020,3.380738206,,,,
FR,CHP_Oil,2020,0.292966439,,,,
FR,D_PHS,2020,4.512,,,,
FR,HHI_BF_BOF,2020,15.6261,,,,
FR,HHI_DRI_EAF,2020,2.2617,,,,
FR,HHI_Scrap_EAF,2020,1.1272,,,,
FR,HLI_Biomass,2020,0.8621,,,,
FR,HLI_Direct_Electric,2020,0.0976,,,,
FR,HLI_Gas_Boiler,2020,18.7995,,,,
FR,HLI_Hardcoal,2020,0.1869,,,,
FR,HLI_Oil_Boiler,2020,0.9844,,,,
FR,HLR_Biomass,2020,8.5473,,,,
FR,HLR_Direct_Electric,2020,7.2692,,,,
FR,HLR_Gas_Boiler,2020,136.6959,,,,
FR,HLR_Hardcoal,2020,0.0711,,,,
FR,HLR_Oil_Boiler,2020,9.7887,,,,
FR,HMI_Biomass,2020,0.8613,,,,
FR,HMI_Gas,2020,66.3755,,,,
FR,HMI_HardCoal,2020,2.2898,,,,
FR,HMI_Oil,2020,1.6122,,,,
FR,HMI_Steam_Electric,2020,0.1909,,,,
FR,P_Biomass,2020,0.991,,,,
FR,P_Coal_Hardcoal,2020,2.172155475,,,,
FR,P_Coal_Lignite,2020,0,,,,
FR,P_Gas,2020,5.728232568,,,,
FR,P_Gas_CCGT,2020,6.072,,,,
FR,P_Gas_Engines,2020,0.1295,,,,
FR,P_Gas_OCGT,2020,0.473,,,,
FR,P_Nuclear,2020,63.13,,,,
FR,P_Oil,2020,6.2,,,,
FR,RES_Hydro_Large,2020,12.716,,,,
FR,RES_Hydro_Large_Base,2020,8.204,,,,
FR,RES_Hydro_Small,2020,10.325,,,,
FR,RES_PV_Utility_Avg,2020,8.9,,,,
FR,RES_Wind_Offshore_Transitional,2020,0,,,,
FR,RES_Wind_Onshore_Avg,2020,15,,,,
FR,X_Gasifier,2020,34.3,,,,
GR,CHP_Biomass_Solid,2020,0.002392048,,,,
GR,CHP_Coal_Hardcoal,2020,0.050736591,,,,
GR,CHP_Gas_CCGT_Natural,2020,0.197514036,,,,
GR,CHP_Oil,2020,0.13293826,,,,
GR,D_PHS,2020,1.412,,,,
GR,HHI_BF_BOF,2020,2.2908,,,,
GR,HHI_DRI_EAF,2020,0.1822,,,,
GR,HHI_Scrap_EAF,2020,0.2206,,,,
GR,HLI_Biomass,2020,0.1269,,,,
GR,HLI_Direct_Electric,2020,0.0243,,,,
GR,HLI_Gas_Boiler,2020,1.3507,,,,
GR,HLI_Oil_Boiler,2020,0.2733,,,,
GR,HLR_Biomass,2020,0.9954,,,,
GR,HLR_Direct_Electric,2020,0.8795,,,,
GR,HLR_Gas_Boiler,2020,15.1274,,,,
GR,HLR_Hardcoal,2020,0.0058,,,,
GR,HLR_Oil_Boiler,2020,1.9156,,,,
GR,HMI_Biomass,2020,1.0118,,,,
GR,HMI_Gas,2020,8.2689,,,,
GR,HMI_Oil,2020,0.7614,,,,
GR,HMI_Steam_Electric,2020,0.0018,,,,
GR,P_Biomass,2020,0.132851518,,,,
GR,P_Coal_Hardcoal,2020,0,,,,
GR,P_Coal_Lignite,2020,2.385812543,,,,
GR,P_Gas,2020,5.196742779,,,,
GR,P_Gas_CCGT,2020,4.699212,,,,
GR,P_Gas_OCGT,2020,0.148,,,,
GR,P_Nuclear,2020,0,,,,
GR,P_Oil,2020,0.975,,,,
GR,RES_Hydro_Large,2020,3.17,,,,
GR,RES_Hydro_Small,2020,0.226,,,,
GR,RES_PV_Utility_Avg,2020,2.984967239,,,,
GR,RES_Wind_Offshore_Transitional,2020,0,,,,
GR,RES_Wind_Onshore_Avg,2020,2.844,,,,
GR,X_Gasifier,2020,10.625,,,,
HR,CHP_Biomass_Solid,2020,0.133671618,,,,
HR,CHP_Coal_Hardcoal,2020,0.013511293,,,,
HR,CHP_Gas_CCGT_Natural,2020,0.644998616,,,,
HR,CHP_Oil,2020,0.068313677,,,,
HR,D_PHS,2020,0.3,,,,
HR,HHI_BF_BOF,2020,0.0338,,,,
HR,HHI_DRI_EAF,2020,0.0552,,,,
HR,HHI_Scrap_EAF,2020,0.0014,,,,
HR,HLI_Biomass,2020,0.0108,,,,
HR,HLI_Direct_Electric,2020,0.0069,,,,
HR,HLI_Gas_Boiler,2020,0.6495,,,,
HR,HLI_Hardcoal,2020,0.0017,,,,
HR,HLI_Lignite,2020,0.0056,,,,
HR,HLI_Oil_Boiler,2020,0.0872,,,,
HR,HLR_Biomass,2020,1.4166,,,,
HR,HLR_Direct_Electric,2020,0.3021,,,,
HR,HLR_Gas_Boiler,2020,4.0602,,,,
HR,HLR_Hardcoal,2020,0.0038,,,,
HR,HLR_Oil_Boiler,2020,0.1445,,,,
HR,HMI_Biomass,2020,0.0375,,,,
HR,HMI_Gas,2020,3.8338,,,,
HR,HMI_HardCoal,2020,0.0224,,,,
HR,HMI_Oil,2020,0.0756,,,,
HR,HMI_Steam_Electric,2020,0.005,,,,
HR,P_Biomass,2020,0.24,,,,
HR,P_Coal_Hardcoal,2020,0.188059701,,,,
HR,P_Coal_Lignite,2020,0,,,,
HR,P_Gas,2020,0.534861096,,,,
HR,P_Gas_CCGT,2020,0.589,,,,
HR,P_Gas_OCGT,2020,0.104,,,,
HR,P_Nuclear,2020,0,,,,
HR,P_Oil,2020,0.466046184,,,,
HR,RES_Hydro_Large,2020,0.3,,,,
HR,RES_Hydro_Small,2020,1.9,,,,
HR,RES_PV_Utility_Avg,2020,0,,,,
HR,RES_Wind_Offshore_Transitional,2020,0,,,,
HR,RES_Wind_Onshore_Avg,2020,0.583,,,,
HR,X_Gasifier,2020,2.6,,,,
HU,CHP_Biomass_Solid,2020,0.216073042,,,,
HU,CHP_Coal_Hardcoal,2020,0.126135802,,,,
HU,CHP_Gas_CCGT_Natural,2020,1.044490377,,,,
HU,CHP_Oil,2020,0.000264868,,,,
HU,D_PHS,2020,0,,,,
HU,HHI_BF_BOF,2020,1.8349,,,,
HU,HHI_DRI_EAF,2020,0.1888,,,,
HU,HHI_Scrap_EAF,2020,0.0162,,,,
HU,HLI_Biomass,2020,0.0585,,,,
HU,HLI_Direct_Electric,2020,0.0107,,,,
HU,HLI_Gas_Boiler,2020,2.1025,,,,
HU,HLI_Hardcoal,2020,0.0043,,,,
HU,HLI_Lignite,2020,0,,,,
HU,HLI_Oil_Boiler,2020,0.0977,,,,
HU,HLR_Biomass,2020,2.1974,,,,
HU,HLR_Direct_Electric,2020,0.5446,,,,
HU,HLR_Gas_Boiler,2020,19.9667,,,,
HU,HLR_Hardcoal,2020,0.1168,,,,
HU,HLR_Oil_Boiler,2020,0.1366,,,,
HU,HMI_Biomass,2020,0.0807,,,,
HU,HMI_Gas,2020,11.003,,,,
HU,HMI_HardCoal,2020,0.0015,,,,
HU,HMI_Oil,2020,1.7913,,,,
HU,HMI_Steam_Electric,2020,0.0099,,,,
HU,P_Biomass,2020,0.279905144,,,,
HU,P_Coal_Hardcoal,2020,0,,,,
HU,P_Coal_Lignite,2020,0.009508058,,,,
HU,P_Gas,2020,3.611690401,,,,
HU,P_Gas_CCGT,2020,2.244,,,,
HU,P_Gas_Engines,2020,0.732,,,,
HU,P_Gas_OCGT,2020,0.719,,,,
HU,P_Nuclear,2020,1.888,,,,
HU,P_Oil,2020,0.318437558,,,,
HU,RES_Hydro_Large,2020,0,,,,
HU,RES_Hydro_Small,2020,0.05,,,,
HU,RES_PV_Utility_Avg,2020,0.797,,,,
HU,RES_Wind_Offshore_Transitional,2020,0,,,,
HU,RES_Wind_Onshore_Avg,2020,0.33,,,,
IE,CHP_Biomass_Solid,2020,0.01027456,,,,
IE,CHP_Coal_Hardcoal,2020,0.007950552,,,,
IE,CHP_Gas_CCGT_Natural,2020,0.299334897,,,,
IE,D_PHS,2020,0.292,,,,
IE,HHI_BF_BOF,2020,1.0197,,,,
IE,HHI_DRI_EAF,2020,0.0558,,,,
IE,HHI_Scrap_EAF,2020,1.2288,,,,
IE,HLI_Biomass,2020,0.0911,,,,
IE,HLI_Direct_Electric,2020,0.0125,,,,
IE,HLI_Gas_Boiler,2020,1.1496,,,,
IE,HLI_Hardcoal,2020,0.0117,,,,
IE,HLI_Oil_Boiler,2020,0.0968,,,,
IE,HLR_Biomass,2020,0.0599,,,,
IE,HLR_Direct_Electric,2020,0.3454,,,,
IE,HLR_Gas_Boiler,2020,8.8785,,,,
IE,HLR_Hardcoal,2020,0.4641,,,,
IE,HLR_Oil_Boiler,2020,1.4726,,,,
IE,HMI_Biomass,2020,0.0289,,,,
IE,HMI_Gas,2020,3.8986,,,,
IE,HMI_HardCoal,2020,0.0212,,,,
IE,HMI_Oil,2020,0.3543,,,,
IE,HMI_Steam_Electric,2020,0.0083,,,,
IE,P_Biomass,2020,0.112139339,,,,
IE,P_Coal_Hardcoal,2020,0.855,,,,
IE,P_Coal_Lignite,2020,0.18636,,,,
IE,P_Gas,2020,3.565922221,,,,
IE,P_Gas_CCGT,2020,2.916,,,,
IE,P_Gas_Engines,2020,0.012084,,,,
IE,P_Gas_OCGT,2020,1.188,,,,
IE,P_Nuclear,2020,0,,,,
IE,P_Oil,2020,0.602640677,,,,
IE,RES_Hydro_Large,2020,0.292,,,,
IE,RES_Hydro_Small,2020,0.238,,,,
IE,RES_PV_Utility_Avg,2020,0.054,,,,
IE,RES_Wind_Offshore_Transitional,2020,0.025,,,,
IE,RES_Wind_Onshore_Avg,2020,3.6,,,,
IE,X_Gasifier,2020,0,,,,
IT,CHP_Biomass_Solid,2020,1.388675875,,,,
IT,CHP_Coal_Hardcoal,2020,0.156241449,,,,
IT,CHP_Gas_CCGT_Natural,2020,5.693212924,,,,
IT,CHP_Oil,2020,0.754667922,,,,
IT,D_PHS,2020,5.693,,,,
IT,HHI_BF_BOF,2020,10.2343,,,,
IT,HHI_DRI_EAF,2020,1.6033,,,,
IT,HHI_Scrap_EAF,2020,2.9481,,,,
IT,HLI_Biomass,2020,0.1345,,,,
IT,HLI_Direct_Electric,2020,0.1284,,,,
IT,HLI_Gas_Boiler,2020,13.9745,,,,
IT,HLI_Hardcoal,2020,0,,,,
IT,HLI_Oil_Boiler,2020,0.4115,,,,
IT,HLR_Biomass,2020,7.8361,,,,
IT,HLR_Direct_Electric,2020,3.7135,,,,
IT,HLR_Gas_Boiler,2020,208.0019,,,,
IT,HLR_Oil_Boiler,2020,3.5823,,,,
IT,HMI_Biomass,2020,0.9882,,,,
IT,HMI_Gas,2020,67.895,,,,
IT,HMI_HardCoal,2020,0.0081,,,,
IT,HMI_Oil,2020,2.7652,,,,
IT,HMI_Steam_Electric,2020,0.2493,,,,
IT,P_Biomass,2020,3.7,,,,
IT,P_Coal_Hardcoal,2020,6.544832172,,,,
IT,P_Coal_Lignite,2020,0,,,,
IT,P_Gas,2020,43.09216472,,,,
IT,P_Gas_CCGT,2020,38.101478,,,,
IT,P_Gas_Engines,2020,0.25,,,,
IT,P_Gas_OCGT,2020,2.894977,,,,
IT,P_Nuclear,2020,0,,,,
IT,P_Oil,2020,11.27103968,,,,
IT,RES_Hydro_Large,2020,15.102,,,,
IT,RES_Hydro_Large_Base,2020,9.409,,,,
IT,RES_Hydro_Small,2020,7.368,,,,
IT,RES_PV_Utility_Avg,2020,19.877,,,,
IT,RES_Wind_Offshore_Transitional,2020,0,,,,
IT,RES_Wind_Onshore_Avg,2020,10.5,,,,
IT,X_Gasifier,2020,14.8,,,,
LT,CHP_Biomass_Solid,2020,0.291888303,,,,
LT,CHP_Gas_CCGT_Natural,2020,0.120211802,,,,
LT,CHP_Oil,2020,0.083699684,,,,
LT,D_PHS,2020,0.9,,,,
LT,HHI_DRI_EAF,2020,0.0117,,,,
LT,HHI_Scrap_EAF,2020,0,,,,
LT,HLI_Biomass,2020,0.0475,,,,
LT,HLI_Direct_Electric,2020,0.005,,,,
LT,HLI_Gas_Boiler,2020,0.5287,,,,
LT,HLI_Hardcoal,2020,0.0013,,,,
LT,HLI_Oil_Boiler,2020,0.0198,,,,
LT,HLR_Biomass,2020,0.6433,,,,
LT,HLR_Direct_Electric,2020,0.0486,,,,
LT,HLR_Gas_Boiler,2020,4.1322,,,,
LT,HLR_Hardcoal,2020,0.0739,,,,
LT,HLR_Oil_Boiler,2020,0.0526,,,,
LT,HMI_Biomass,2020,0.0949,,,,
LT,HMI_Gas,2020,4.5774,,,,
LT,HMI_HardCoal,2020,0.0046,,,,
LT,HMI_Oil,2020,0.0385,,,,
LT,HMI_Steam_Electric,2020,0.0034,,,,
LT,P_Biomass,2020,0.07019,,,,
LT,P_Coal_Hardcoal,2020,0,,,,
LT,P_Coal_Lignite,2020,0,,,,
LT,P_Gas,2020,0.356466691,,,,
LT,P_Gas_CCGT,2020,0.49,,,,
LT,P_Gas_Engines,2020,0.6,,,,
LT,P_Gas_OCGT,2020,0,,,,
LT,P_Nuclear,2020,0,,,,
LT,P_Oil,2020,0.72234,,,,
LT,RES_Hydro_Large,2020,0.116,,,,
LT,RES_Hydro_Small,2020,0.2,,,,
LT,RES_PV_Utility_Avg,2020,0.071,,,,
LT,RES_Wind_Offshore_Transitional,2020,0,,,,
LT,RES_Wind_Onshore_Avg,2020,0.5,,,,
LT,X_Gasifier,2020,4,,,,
LU,CHP_Biomass_Solid,2020,0.056209798,,,,
LU,CHP_Gas_CCGT_Natural,2020,0.051707205,,,,
LU,D_PHS,2020,1.21,,,,
LU,HHI_BF_BOF,2020,0.4563,,,,
LU,HHI_DRI_EAF,2020,0.097,,,,
LU,HHI_Scrap_EAF,2020,0.2734,,,,
LU,HLI_Biomass,2020,0.005,,,,
LU,HLI_Direct_Electric,2020,0.0036,,,,
LU,HLI_Gas_Boiler,2020,0.0684,,,,
LU,HLI_Hardcoal,2020,0.0012,,,,
LU,HLI_Oil_Boiler,2020,0,,,,
LU,HLR_Biomass,2020,0.0288,,,,
LU,HLR_Direct_Electric,2020,0.0469,,,,
LU,HLR_Gas_Boiler,2020,2.2197,,,,
LU,HLR_Hardcoal,2020,0,,,,
LU,HLR_Oil_Boiler,2020,0.297,,,,
LU,HMI_Gas,2020,0.9523,,,,
LU,HMI_Oil,2020,0.036,,,,
LU,HMI_Steam_Electric,2020,0.0093,,,,
LU,P_Biomass,2020,0.021,,,,
LU,P_Coal_Hardcoal,2020,0,,,,
LU,P_Coal_Lignite,2020,0,,,,
LU,P_Gas,2020,0.52,,,,
LU,P_Gas_CCGT,2020,0,,,,
LU,P_Gas_OCGT,2020,0.015145,,,,
LU,P_Nuclear,2020,0,,,,
LU,P_Oil,2020,0.006,,,,
LU,RES_Hydro_Large,2020,1.21,,,,
LU,RES_Hydro_Small,2020,0.04,,,,
LU,RES_PV_Utility_Avg,2020,0.114,,,,
LU,RES_Wind_Offshore_Transitional,2020,0,,,,
LU,RES_Wind_Onshore_Avg,2020,0.06,,,,
LV,CHP_Biomass_Solid,2020,0.55536593,,,,
LV,CHP_Coal_Hardcoal,2020,0.00641696,,,,
LV,CHP_Gas_CCGT_Natural,2020,0.70809754,,,,
LV,D_PHS,2020,0,,,,
LV,HHI_DRI_EAF,2020,0.0108,,,,
LV,HHI_Scrap_EAF,2020,0.0326,,,,
LV,HLI_Biomass,2020,0.063,,,,
LV,HLI_Direct_Electric,2020,0.0054,,,,
LV,HLI_Gas_Boiler,2020,0.1567,,,,
LV,HLI_Hardcoal,2020,0,,,,
LV,HLI_Oil_Boiler,2020,0.006,,,,
LV,HLR_Biomass,2020,0.6588,,,,
LV,HLR_Direct_Electric,2020,0.0617,,,,
LV,HLR_Gas_Boiler,2020,4.1457,,,,
LV,HLR_Hardcoal,2020,0.0224,,,,
LV,HLR_Oil_Boiler,2020,0.1239,,,,
LV,HMI_Biomass,2020,0.1707,,,,
LV,HMI_Gas,2020,1.6842,,,,
LV,HMI_HardCoal,2020,0.0025,,,,
LV,HMI_Oil,2020,0.0949,,,,
LV,HMI_Steam_Electric,2020,0.0028,,,,
LV,P_Biomass,2020,0.13,,,,
LV,P_Coal_Hardcoal,2020,0,,,,
LV,P_Coal_Lignite,2020,0,,,,
LV,P_Gas,2020,1.031,,,,
LV,P_Gas_CCGT,2020,1.024,,,,
LV,P_Gas_OCGT,2020,0,,,,
LV,P_Nuclear,2020,0,,,,
LV,P_Oil,2020,0.0654,,,,
LV,RES_Hydro_Large,2020,0,,,,
LV,RES_Hydro_Small,2020,1.594,,,,
LV,RES_PV_Utility_Avg,2020,0,,,,
LV,RES_Wind_Offshore_Transitional,2020,0,,,,
LV,RES_Wind_Onshore_Avg,2020,0.135,,,,
ME,D_PHS,2020,0.65,,,,
ME,P_Biomass,2020,0,,,,
ME,P_Coal_Hardcoal,2020,0,,,,
ME,P_Coal_Lignite,2020,0.2,,,,
ME,P_Nuclear,2020,0,,,,
ME,P_Oil,2020,0,,,,
ME,RES_PV_Utility_Avg,2020,0,,,,
ME,RES_Wind_Offshore_Transitional,2020,0,,,,
ME,RES_Wind_Onshore_Avg,2020,0,,,,
MK,D_PHS,2020,0.566,,,,
MK,P_Biomass,2020,0.0128,,,,
MK,P_Coal_Hardcoal,2020,0,,,,
MK,P_Coal_Lignite,2020,0.521705097,,,,
MK,P_Gas,2020,0.23,,,,
MK,P_Nuclear,2020,0,,,,
MK,P_Oil,2020,0,,,,
MK,RES_PV_Utility_Avg,2020,0.019,,,,
MK,RES_Wind_Offshore_Transitional,2020,0,,,,
MK,RES_Wind_Onshore_Avg,2020,0.065,,,,
NL,CHP_Biomass_Solid,2020,0.773031237,,,,
NL,CHP_Coal_Hardcoal,2020,0.253078943,,,,
NL,CHP_Gas_CCGT_Natural,2020,7.083292536,,,,
NL,CHP_Oil,2020,0.349262269,,,,
NL,D_PHS,2020,0,,,,
NL,HHI_BF_BOF,2020,6.4574,,,,
NL,HHI_DRI_EAF,2020,1.3824,,,,
NL,HHI_Scrap_EAF,2020,0.077,,,,
NL,HLI_Biomass,2020,0.0796,,,,
NL,HLI_Direct_Electric,2020,0.0343,,,,
NL,HLI_Gas_Boiler,2020,7.3671,,,,
NL,HLI_Hardcoal,2020,0.0187,,,,
NL,HLI_Oil_Boiler,2020,0.3793,,,,
NL,HLR_Biomass,2020,0.717,,,,
NL,HLR_Direct_Electric,2020,0.7976,,,,
NL,HLR_Gas_Boiler,2020,47.5901,,,,
NL,HLR_Hardcoal,2020,0.0017,,,,
NL,HLR_Oil_Boiler,2020,0.2547,,,,
NL,HMI_Biomass,2020,0.1787,,,,
NL,HMI_Gas,2020,52.3055,,,,
NL,HMI_HardCoal,2020,0.0378,,,,
NL,HMI_Oil,2020,0.0294,,,,
NL,HMI_Steam_Electric,2020,0.0621,,,,
NL,P_Biomass,2020,1.101,,,,
NL,P_Coal_Hardcoal,2020,5.66,,,,
NL,P_Coal_Lignite,2020,0,,,,
NL,P_Gas,2020,18.01272377,,,,
NL,P_Gas_CCGT,2020,12.50835,,,,
NL,P_Gas_Engines,2020,0.642,,,,
NL,P_Gas_OCGT,2020,0.40114,,,,
NL,P_Nuclear,2020,0.486,,,,
NL,P_Oil,2020,1.545,,,,
NL,RES_Hydro_Large,2020,0,,,,
NL,RES_Hydro_Small,2020,0.038,,,,
NL,RES_PV_Utility_Avg,2020,4.181,,,,
NL,RES_Wind_Offshore_Transitional,2020,1.1,,,,
NL,RES_Wind_Onshore_Avg,2020,3.4,,,,
NL,X_Gasifier,2020,12,,,,
NO,CHP_Biomass_Solid,2020,0.054,,,,
NO,CHP_Gas_CCGT_Natural,2020,0.37,,,,
NO,D_PHS,2020,1.3,,,,
NO,HHI_BF_BOF,2020,12.2279,,,,
NO,HHI_DRI_EAF,2020,0.1585,,,,
NO,HHI_Scrap_EAF,2020,0.3285,,,,
NO,HLI_Biomass,2020,0.0844,,,,
NO,HLI_Direct_Electric,2020,0.03,,,,
NO,HLI_Gas_Boiler,2020,1.3101,,,,
NO,HLI_Oil_Boiler,2020,0.1653,,,,
NO,HLR_Biomass,2020,0.6426,,,,
NO,HLR_Gas_Boiler,2020,9.0855,,,,
NO,HLR_Oil_Boiler,2020,0.2943,,,,
NO,HMI_Biomass,2020,0.0579,,,,
NO,HMI_Gas,2020,1.3498,,,,
NO,HMI_HardCoal,2020,0.1201,,,,
NO,HMI_Oil,2020,0.0546,,,,
NO,HMI_Steam_Electric,2020,0.0074,,,,
NO,P_Biomass,2020,0.4125,,,,
NO,P_Coal_Hardcoal,2020,0,,,,
NO,P_Coal_Lignite,2020,0,,,,
NO,P_Gas,2020,1.198630574,,,,
NO,P_Gas_CCGT,2020,0,,,,
NO,P_Gas_OCGT,2020,0.426,,,,
NO,P_Nuclear,2020,0,,,,
NO,P_Oil,2020,0,,,,
NO,RES_Hydro_Large,2020,24.47518905,,,,
NO,RES_Hydro_Large_Base,2020,23.4,,,,
NO,RES_Hydro_Small,2020,8.473811519,,,,
NO,RES_PV_Utility_Avg,2020,0,,,,
NO,RES_Wind_Offshore_Transitional,2020,0,,,,
NO,RES_Wind_Onshore_Avg,2020,3.976775,,,,
NO,X_Gasifier,2020,0.1,,,,
NONEU_Balkan,CHP_Gas_CCGT_Natural,2020,0.308,,,,
NONEU_Balkan,CHP_Oil,2020,0.028,,,,
NONEU_Balkan,HHI_BF_BOF,2020,2.1843,,,,
NONEU_Balkan,HHI_DRI_EAF,2020,0.2475,,,,
NONEU_Balkan,HHI_Scrap_EAF,2020,0.0034,,,,
NONEU_Balkan,HLI_Biomass,2020,0.0902,,,,
NONEU_Balkan,HLI_Direct_Electric,2020,0.0171,,,,
NONEU_Balkan,HLI_Gas_Boiler,2020,1.5349,,,,
NONEU_Balkan,HLI_Hardcoal,2020,0.0128,,,,
NONEU_Balkan,HLI_Lignite,2020,0.0497,,,,
NONEU_Balkan,HLI_Oil_Boiler,2020,0.179,,,,
NONEU_Balkan,HLR_Biomass,2020,3.5555,,,,
NONEU_Balkan,HLR_Gas_Boiler,2020,5.6031,,,,
NONEU_Balkan,HLR_Hardcoal,2020,0.6989,,,,
NONEU_Balkan,HLR_Oil_Boiler,2020,0.7623,,,,
NONEU_Balkan,HMI_Biomass,2020,0.152,,,,
NONEU_Balkan,HMI_Gas,2020,4.6583,,,,
NONEU_Balkan,HMI_HardCoal,2020,0.2016,,,,
NONEU_Balkan,HMI_Oil,2020,0.5883,,,,
NONEU_Balkan,HMI_Steam_Electric,2020,0.0123,,,,
NONEU_Balkan,P_Biomass,2020,0.016,,,,
NONEU_Balkan,P_Coal_Hardcoal,2020,0,,,,
NONEU_Balkan,P_Coal_Lignite,2020,8.404,,,,
NONEU_Balkan,P_Gas,2020,0.54,,,,
NONEU_Balkan,P_Nuclear,2020,0,,,,
NONEU_Balkan,P_Oil,2020,0.198,,,,
NONEU_Balkan,RES_Hydro_Large,2020,4.409,,,,
NONEU_Balkan,RES_Hydro_Small,2020,3.624,,,,
NONEU_Balkan,RES_PV_Utility_Avg,2020,0.019,,,,
NONEU_Balkan,RES_Wind_Offshore_Transitional,2020,0,,,,
NONEU_Balkan,RES_Wind_Onshore_Avg,2020,2.813,,,,
PL,CHP_Biomass_Solid,2020,1.300965,,,,
PL,CHP_Coal_Hardcoal,2020,6.69644,,,,
PL,CHP_Gas_CCGT_Natural,2020,1.240455,,,,
PL,CHP_Oil,2020,0.70595,,,,
PL,D_PHS,2020,1.413,,,,
PL,HHI_BF_BOF,2020,7.0907,,,,
PL,HHI_DRI_EAF,2020,1.133,,,,
PL,HHI_Scrap_EAF,2020,0.7012,,,,
PL,HLI_Biomass,2020,1.0112,,,,
PL,HLI_Direct_Electric,2020,0.0285,,,,
PL,HLI_Gas_Boiler,2020,8.0137,,,,
PL,HLI_Hardcoal,2020,0.6612,,,,
PL,HLI_Lignite,2020,0.0034,,,,
PL,HLI_Oil_Boiler,2020,0.158,,,,
PL,HLR_Biomass,2020,3.4362,,,,
PL,HLR_Direct_Electric,2020,1.3407,,,,
PL,HLR_Gas_Boiler,2020,62.0377,,,,
PL,HLR_Hardcoal,2020,8.3617,,,,
PL,HLR_Oil_Boiler,2020,1.2224,,,,
PL,HMI_Biomass,2020,0.3789,,,,
PL,HMI_Gas,2020,28.636,,,,
PL,HMI_HardCoal,2020,6.5334,,,,
PL,HMI_Oil,2020,0.4393,,,,
PL,HMI_Steam_Electric,2020,0.0648,,,,
PL,P_Biomass,2020,1.755035976,,,,
PL,P_Coal_Hardcoal,2020,13.20208851,,,,
PL,P_Coal_Lignite,2020,5.818207459,,,,
PL,P_Gas,2020,1.590486057,,,,
