Region,Technology,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
BG,HLI_Hardcoal,Heat_Low_Industrial,2018,0.295,,PJ,,,
BG,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.003,,PJ,,,
BG,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.24,,PJ,,,
BG,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,0.738,,PJ,,,
BG,*HLI_Convert_DH,Heat_Low_Industrial,2018,13.883,,PJ,,,
BG,HMI_Biomass,Heat_Medium_Industrial,2018,5.678,,PJ,,,
BG,HMI_HardCoal,Heat_Medium_Industrial,2018,1.591,,PJ,,,
BG,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.276,,PJ,,,
BG,HMI_Oil,Heat_Medium_Industrial,2018,1.851,,PJ,,,
BG,*HHI_BF_BOF,Heat_High_Industrial,2018,3.596,,PJ,,,
BG,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0.227,,PJ,,,
BG,HHI_Scrap_EAF,Heat_High_Industrial,2018,1.27,,PJ,,,
BG,HHI_DRI_EAF,Heat_High_Industrial,2018,11.746,,PJ,,,
BG,P_Biomass,Power,2018,3.426,,PJ,,,
BG,P_Coal_Hardcoal,Power,2018,0.223,,PJ,,,
BG,P_Oil,Power,2018,0.973,,PJ,,,
BG,P_Nuclear,Power,2018,58.05,,PJ,,,
BG,P_Coal_Lignite,Power,2018,63.241,,PJ,,,
BG,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,4.775,,PJ,,,
BG,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0.251,,PJ,,,
BG,HLR_Direct_Electric,Heat_Low_Residential,2018,9.939,,PJ,,,
BG,CHP_Coal_Hardcoal,Power,2018,3.655,,PJ,,,
BG,CHP_Oil,Power,2018,0.138,,PJ,,,
BG,CHP_Gas_CCGT_Natural,Power,2018,5.044,,PJ,,,
BG,CHP_Biomass_Solid,Power,2018,2.437,,PJ,,,
BG,CHP_Coal_Hardcoal,Heat_District,2018,11.187,,PJ,,,
BG,CHP_Oil,Heat_District,2018,0.424,,PJ,,,
BG,CHP_Gas_CCGT_Natural,Heat_District,2018,15.436,,PJ,,,
BG,CHP_Biomass_Solid,Heat_District,2018,7.459,,PJ,,,
CH,HLR_Biomass,Heat_Low_Residential,2018,16.787,,PJ,,,
CH,HLR_Hardcoal,Heat_Low_Residential,2018,0.356,,PJ,,,
CH,HLR_Oil_Boiler,Heat_Low_Residential,2018,119.826,,PJ,,,
CH,HLI_Biomass,Heat_Low_Industrial,2018,0.275,,PJ,,,
CH,HLI_Hardcoal,Heat_Low_Industrial,2018,0.089,,PJ,,,
CH,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.076,,PJ,,,
CH,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.86,,PJ,,,
CH,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,4.119,,PJ,,,
CH,*HLI_Convert_DH,Heat_Low_Industrial,2018,2.012,,PJ,,,
CH,HMI_Biomass,Heat_Medium_Industrial,2018,2.715,,PJ,,,
CH,HMI_HardCoal,Heat_Medium_Industrial,2018,0.82,,PJ,,,
CH,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.625,,PJ,,,
CH,HMI_Oil,Heat_Medium_Industrial,2018,6.243,,PJ,,,
CH,*HHI_BF_BOF,Heat_High_Industrial,2018,3.052,,PJ,,,
CH,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0.508,,PJ,,,
CH,HHI_Scrap_EAF,Heat_High_Industrial,2018,2.473,,PJ,,,
CH,HHI_DRI_EAF,Heat_High_Industrial,2018,11.82,,PJ,,,
CH,CHP_Gas_CCGT_Natural,Power,2018,5.251,,PJ,,,
CH,P_Gas_CCGT,Power,2018,0.01,,PJ,,,
CH,P_Nuclear,Power,2018,91.847,,PJ,,,
CH,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,10.007,,PJ,,,
CH,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0.527,,PJ,,,
CH,HLR_Direct_Electric,Heat_Low_Residential,2018,16.088,,PJ,,,
CH,P_Oil,Power,2018,0.086,,PJ,,,
CZ,HLR_Biomass,Heat_Low_Residential,2018,49.501,,PJ,,,
CZ,HLR_Hardcoal,Heat_Low_Residential,2018,30.227,,PJ,,,
CZ,HLR_Oil_Boiler,Heat_Low_Residential,2018,2.482,,PJ,,,
CZ,HLI_Biomass,Heat_Low_Industrial,2018,0.75,,PJ,,,
CZ,HLI_Hardcoal,Heat_Low_Industrial,2018,1.305,,PJ,,,
CZ,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.048,,PJ,,,
CZ,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.167,,PJ,,,
CZ,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,0.971,,PJ,,,
CZ,*HLI_Convert_DH,Heat_Low_Industrial,2018,13.749,,PJ,,,
CZ,HMI_Biomass,Heat_Medium_Industrial,2018,12.375,,PJ,,,
CZ,HMI_HardCoal,Heat_Medium_Industrial,2018,6.158,,PJ,,,
CZ,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.372,,PJ,,,
CZ,HMI_Oil,Heat_Medium_Industrial,2018,4.018,,PJ,,,
CZ,*HHI_BF_BOF,Heat_High_Industrial,2018,43.179,,PJ,,,
CZ,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0.214,,PJ,,,
CZ,HHI_Scrap_EAF,Heat_High_Industrial,2018,0.806,,PJ,,,
CZ,HHI_DRI_EAF,Heat_High_Industrial,2018,22.257,,PJ,,,
CZ,P_Gas_CCGT,Power,2018,7.237,,PJ,,,
CZ,P_Gas_Engines,Power,2018,0.831,,PJ,,,
CZ,P_Gas_OCGT,Power,2018,0.914,,PJ,,,
CZ,P_Biomass,Power,2018,13.646,,PJ,,,
CZ,P_Coal_Hardcoal,Power,2018,10.483,,PJ,,,
CZ,P_Nuclear,Power,2018,102.047,,PJ,,,
CZ,P_Coal_Lignite,Power,2018,116.598,,PJ,,,
CZ,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,3.404,,PJ,,,
CZ,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0.179,,PJ,,,
CZ,HLR_Direct_Electric,Heat_Low_Residential,2018,12.458,,PJ,,,
CZ,CHP_Coal_Hardcoal,Power,2018,3.844,,PJ,,,
CZ,CHP_Coal_Lignite,Power,2018,18.016,,PJ,,,
CZ,CHP_Oil,Power,2018,0.307,,PJ,,,
CZ,CHP_Gas_CCGT_Natural,Power,2018,4.518,,PJ,,,
CZ,CHP_Biomass_Solid,Power,2018,8.538,,PJ,,,
CZ,CHP_Coal_Hardcoal,Heat_District,2018,10.876,,PJ,,,
CZ,CHP_Coal_Lignite,Heat_District,2018,50.974,,PJ,,,
CZ,CHP_Oil,Heat_District,2018,0.87,,PJ,,,
CZ,CHP_Gas_CCGT_Natural,Heat_District,2018,12.783,,PJ,,,
CZ,CHP_Biomass_Solid,Heat_District,2018,24.157,,PJ,,,
DE,HLR_Biomass,Heat_Low_Residential,2018,251.332,,PJ,,,
DE,HLR_Hardcoal,Heat_Low_Residential,2018,45.728,,PJ,,,
DE,HLR_Oil_Boiler,Heat_Low_Residential,2018,681.617,,PJ,,,
DE,HLI_Biomass,Heat_Low_Industrial,2018,5.19,,PJ,,,
DE,HLI_Hardcoal,Heat_Low_Industrial,2018,5.076,,PJ,,,
DE,HLI_Direct_Electric,Heat_Low_Industrial,2018,1.06,,PJ,,,
DE,HLI_Oil_Boiler,Heat_Low_Industrial,2018,3.797,,PJ,,,
DE,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,19.724,,PJ,,,
DE,*HLI_Convert_DH,Heat_Low_Industrial,2018,134.637,,PJ,,,
DE,HMI_Biomass,Heat_Medium_Industrial,2018,46.579,,PJ,,,
DE,HMI_HardCoal,Heat_Medium_Industrial,2018,35.555,,PJ,,,
DE,HMI_Steam_Electric,Heat_Medium_Industrial,2018,10.751,,PJ,,,
DE,HMI_Oil,Heat_Medium_Industrial,2018,69.756,,PJ,,,
DE,*HHI_BF_BOF,Heat_High_Industrial,2018,235.967,,PJ,,,
DE,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,4.401,,PJ,,,
DE,HHI_Scrap_EAF,Heat_High_Industrial,2018,28.601,,PJ,,,
DE,HHI_DRI_EAF,Heat_High_Industrial,2018,272.768,,PJ,,,
DE,P_Gas_CCGT,Power,2018,106.984,,PJ,,,
DE,P_Gas_Engines,Power,2018,10.267,,PJ,,,
DE,P_Gas_OCGT,Power,2018,30.237,,PJ,,,
DE,P_Biomass,Power,2018,145.486,,PJ,,,
DE,P_Coal_Hardcoal,Power,2018,233.776,,PJ,,,
DE,P_Oil,Power,2018,8.178,,PJ,,,
DE,P_Nuclear,Power,2018,259.217,,PJ,,,
DE,P_Coal_Lignite,Power,2018,513.119,,PJ,,,
DE,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,32.082,,PJ,,,
DE,HLR_Heatpump_Ground,Heat_Low_Residential,2018,1.689,,PJ,,,
DE,HLR_Direct_Electric,Heat_Low_Residential,2018,46.072,,PJ,,,
DE,CHP_Coal_Hardcoal,Power,2018,63.923,,PJ,,,
DE,CHP_Coal_Lignite,Power,2018,13.051,,PJ,,,
DE,CHP_Oil,Power,2018,6.514,,PJ,,,
DE,CHP_Gas_CCGT_Natural,Power,2018,152.842,,PJ,,,
DE,CHP_Biomass_Solid,Power,2018,45.608,,PJ,,,
DE,CHP_Coal_Hardcoal,Heat_District,2018,135.708,,PJ,,,
DE,CHP_Coal_Lignite,Heat_District,2018,27.707,,PJ,,,
DE,CHP_Oil,Heat_District,2018,13.83,,PJ,,,
DE,CHP_Gas_CCGT_Natural,Heat_District,2018,324.482,,PJ,,,
DE,CHP_Biomass_Solid,Heat_District,2018,96.825,,PJ,,,
DK,HLR_Biomass,Heat_Low_Residential,2018,38.037,,PJ,,,
DK,HLR_Hardcoal,Heat_Low_Residential,2018,0.517,,PJ,,,
DK,HLR_Oil_Boiler,Heat_Low_Residential,2018,17.887,,PJ,,,
DK,HLI_Biomass,Heat_Low_Industrial,2018,0.58,,PJ,,,
DK,HLI_Hardcoal,Heat_Low_Industrial,2018,0.561,,PJ,,,
DK,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.092,,PJ,,,
DK,HLI_Oil_Boiler,Heat_Low_Industrial,2018,1.51,,PJ,,,
DK,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,3.453,,PJ,,,
DK,*HLI_Convert_DH,Heat_Low_Industrial,2018,2.653,,PJ,,,
DK,HMI_Biomass,Heat_Medium_Industrial,2018,4.831,,PJ,,,
DK,HMI_HardCoal,Heat_Medium_Industrial,2018,0.811,,PJ,,,
DK,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.441,,PJ,,,
DK,HMI_Oil,Heat_Medium_Industrial,2018,6.167,,PJ,,,
DK,*HHI_BF_BOF,Heat_High_Industrial,2018,1.113,,PJ,,,
DK,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0.089,,PJ,,,
DK,HHI_Scrap_EAF,Heat_High_Industrial,2018,0.039,,PJ,,,
DK,HHI_DRI_EAF,Heat_High_Industrial,2018,5.331,,PJ,,,
DK,P_Gas_OCGT,Power,2018,0.288,,PJ,,,
DK,P_Oil,Power,2018,0.678,,PJ,,,
DK,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,5.546,,PJ,,,
DK,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0.292,,PJ,,,
DK,HLR_Direct_Electric,Heat_Low_Residential,2018,6.404,,PJ,,,
DK,CHP_Coal_Hardcoal,Power,2018,8.503,,PJ,,,
DK,CHP_Oil,Power,2018,0.901,,PJ,,,
DK,CHP_Gas_CCGT_Natural,Power,2018,5.708,,PJ,,,
DK,CHP_Biomass_Solid,Power,2018,21.796,,PJ,,,
DK,CHP_Coal_Hardcoal,Heat_District,2018,19.698,,PJ,,,
DK,CHP_Oil,Heat_District,2018,2.086,,PJ,,,
DK,CHP_Gas_CCGT_Natural,Heat_District,2018,13.223,,PJ,,,
DK,CHP_Biomass_Solid,Heat_District,2018,50.49,,PJ,,,
DK,P_Coal_Hardcoal,Power,2018,13,,PJ,,,
EE,HLR_Biomass,Heat_Low_Residential,2018,18.417,,PJ,,,
EE,HLR_Hardcoal,Heat_Low_Residential,2018,0.681,,PJ,,,
EE,HLR_Oil_Boiler,Heat_Low_Residential,2018,3.131,,PJ,,,
EE,HLI_Biomass,Heat_Low_Industrial,2018,0.174,,PJ,,,
EE,HLI_Hardcoal,Heat_Low_Industrial,2018,0,,PJ,,,
EE,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.007,,PJ,,,
EE,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.232,,PJ,,,
EE,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,0,,PJ,,,
EE,*HLI_Convert_DH,Heat_Low_Industrial,2018,0.585,,PJ,,,
EE,HMI_Biomass,Heat_Medium_Industrial,2018,1.921,,PJ,,,
EE,HMI_HardCoal,Heat_Medium_Industrial,2018,0.271,,PJ,,,
EE,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.037,,PJ,,,
EE,HMI_Oil,Heat_Medium_Industrial,2018,2.263,,PJ,,,
EE,*HHI_BF_BOF,Heat_High_Industrial,2018,0.593,,PJ,,,
EE,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0.005,,PJ,,,
EE,HHI_Scrap_EAF,Heat_High_Industrial,2018,0.004,,PJ,,,
EE,HHI_DRI_EAF,Heat_High_Industrial,2018,0.668,,PJ,,,
EE,P_Gas_OCGT,Power,2018,0.207,,PJ,,,
EE,*P_Oil,Power,2018,0.218,,PJ,,,
EE,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,1.601,,PJ,,,
EE,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0.084,,PJ,,,
EE,HLR_Direct_Electric,Heat_Low_Residential,2018,1.329,,PJ,,,
EE,CHP_Coal_Hardcoal,Power,2018,0.851,,PJ,,,
EE,CHP_Oil,Power,2018,0.528,,PJ,,,
EE,CHP_Gas_CCGT_Natural,Power,2018,0.002,,PJ,,,
EE,CHP_Biomass_Solid,Power,2018,2.548,,PJ,,,
EE,CHP_Coal_Hardcoal,Heat_District,2018,0.75,,PJ,,,
EE,CHP_Oil,Heat_District,2018,0.465,,PJ,,,
EE,CHP_Gas_CCGT_Natural,Heat_District,2018,0.002,,PJ,,,
EE,CHP_Biomass_Solid,Heat_District,2018,2.248,,PJ,,,
EE,P_Coal_Hardcoal,Power,2018,35.646,,PJ,,,
ES,HLR_Biomass,Heat_Low_Residential,2018,115.264,,PJ,,,
ES,HLR_Hardcoal,Heat_Low_Residential,2018,6.08,,PJ,,,
ES,HLR_Oil_Boiler,Heat_Low_Residential,2018,125.505,,PJ,,,
ES,HLI_Biomass,Heat_Low_Industrial,2018,5.807,,PJ,,,
ES,HLI_Hardcoal,Heat_Low_Industrial,2018,0.405,,PJ,,,
ES,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.334,,PJ,,,
ES,HLI_Oil_Boiler,Heat_Low_Industrial,2018,2.241,,PJ,,,
ES,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,0,,PJ,,,
ES,*HLI_Convert_DH,Heat_Low_Industrial,2018,0,,PJ,,,
ES,HMI_Biomass,Heat_Medium_Industrial,2018,30.279,,PJ,,,
ES,HMI_HardCoal,Heat_Medium_Industrial,2018,2.168,,PJ,,,
ES,HMI_Steam_Electric,Heat_Medium_Industrial,2018,3.953,,PJ,,,
ES,HMI_Oil,Heat_Medium_Industrial,2018,33.24,,PJ,,,
ES,*HHI_BF_BOF,Heat_High_Industrial,2018,29.376,,PJ,,,
ES,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,5.253,,PJ,,,
ES,HHI_Scrap_EAF,Heat_High_Industrial,2018,18.433,,PJ,,,
ES,HHI_DRI_EAF,Heat_High_Industrial,2018,109.49,,PJ,,,
ES,P_Gas_CCGT,Power,2018,123.952,,PJ,,,
ES,P_Gas_OCGT,Power,2018,0.262,,PJ,,,
ES,P_Biomass,Power,2018,19.267,,PJ,,,
ES,P_Coal_Hardcoal,Power,2018,136.983,,PJ,,,
ES,P_Oil,Power,2018,41.754,,PJ,,,
ES,P_Nuclear,Power,2018,190.191,,PJ,,,
ES,P_Coal_Lignite,Power,2018,0,,PJ,,,
ES,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,3.466,,PJ,,,
ES,HLR_Heatpump_Ground,Heat_Low_Residential,2018,0.182,,PJ,,,
ES,HLR_Direct_Electric,Heat_Low_Residential,2018,31.063,,PJ,,,
ES,CHP_Coal_Hardcoal,Power,2018,2.337,,PJ,,,
ES,CHP_Oil,Power,2018,7.474,,PJ,,,
ES,CHP_Gas_CCGT_Natural,Power,2018,84.586,,PJ,,,
ES,CHP_Biomass_Solid,Power,2018,9.253,,PJ,,,
ES,CHP_Coal_Hardcoal,Heat_District,2018,3.177,,PJ,,,
ES,CHP_Oil,Heat_District,2018,10.159,,PJ,,,
ES,CHP_Gas_CCGT_Natural,Heat_District,2018,114.963,,PJ,,,
ES,CHP_Biomass_Solid,Heat_District,2018,12.576,,PJ,,,
FI,HLR_Biomass,Heat_Low_Residential,2018,44.76564,,PJ,European Commission: long-term renovation strategy 2020-2050 Finland,03.11.2023,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,HLR_Oil_Boiler,Heat_Low_Residential,2018,25.75779394,,PJ,European Commission: long-term renovation strategy 2020-2050 Finland,03.11.2023,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,HLI_Biomass,Heat_Low_Industrial,2018,2.554,,PJ,,,
FI,HLI_Hardcoal,Heat_Low_Industrial,2018,0.581,,PJ,,,
FI,HLI_Direct_Electric,Heat_Low_Industrial,2018,0,,PJ,,,
FI,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.661,,PJ,,,
FI,HMI_Biomass,Heat_Medium_Industrial,2018,105.535,,PJ,,,
FI,HMI_HardCoal,Heat_Medium_Industrial,2018,7.235,,PJ,,,
FI,HMI_Steam_Electric,Heat_Medium_Industrial,2018,0.422,,PJ,,,
FI,HMI_Oil,Heat_Medium_Industrial,2018,16.744,,PJ,,,
FI,*HHI_BF_BOF,Heat_High_Industrial,2018,13.104,,PJ,,,
FI,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,2.032,,PJ,,,
FI,HHI_Scrap_EAF,Heat_High_Industrial,2018,2.009,,PJ,,,
FI,HHI_DRI_EAF,Heat_High_Industrial,2018,0.588,,PJ,,,
FI,P_Gas_CCGT,Power,2018,0.279,,PJ,,,
FI,P_Gas_OCGT,Power,2018,7.085,,PJ,,,
FI,P_Biomass,Power,2018,8.598,,PJ,,,
FI,P_Coal_Hardcoal,Power,2018,17.397,,PJ,,,
FI,P_Oil,Power,2018,0.403,,PJ,,,
FI,P_Nuclear,Power,2018,77.736,,PJ,,,
FI,HLR_Heatpump_Aerial,Heat_Low_Residential,2018,17.43128601,,PJ,"European Commission: long-term renovation strategy 2020-2050 Finland
SULPU: Cumulative Heat Pump Sales in Finland",03.11.2023,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,HLR_Heatpump_Ground,Heat_Low_Residential,2018,3.502546524,,PJ,"European Commission: long-term renovation strategy 2020-2050 Finland
SULPU: Cumulative Heat Pump Sales in Finland",03.11.2023,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,HLR_Direct_Electric,Heat_Low_Residential,2018,51.24559004,,PJ,European Commission: long-term renovation strategy 2020-2050 Finland,03.11.2023,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,CHP_Coal_Hardcoal,Power,2018,18.851,,PJ,,,
FI,CHP_Oil,Power,2018,0.428,,PJ,,,
FI,CHP_Gas_CCGT_Natural,Power,2018,8.014,,PJ,,,
FI,CHP_Biomass_Solid,Power,2018,51.691,,PJ,,,
FI,CHP_Coal_Hardcoal,Heat_District,2018,45.14101087,,PJ,"European Commission: long-term renovation strategy 2020-2050 Finland
UABIO: Biomass in district heating in Finland",03.11.2023,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,CHP_Oil,Heat_District,2018,2.02627979,,PJ,"European Commission: long-term renovation strategy 2020-2050 Finland
UABIO: Biomass in district heating in Finland",03.11.2023,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,CHP_Gas_CCGT_Natural,Heat_District,2018,18.57423141,,PJ,"European Commission: long-term renovation strategy 2020-2050 Finland
UABIO: Biomass in district heating in Finland",03.11.2023,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,CHP_Biomass_Solid,Heat_District,2018,41.87644899,,PJ,"European Commission: long-term renovation strategy 2020-2050 Finland
UABIO: Biomass in district heating in Finland",03.11.2023,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,HLR_Biomass,Heat_Low_Residential,2018,252.297,,PJ,,,
FR,HLR_Hardcoal,Heat_Low_Residential,2018,11.715,,PJ,,,
FR,HLR_Oil_Boiler,Heat_Low_Residential,2018,284.732,,PJ,,,
FR,HLI_Biomass,Heat_Low_Industrial,2018,3.947,,PJ,,,
FR,HLI_Hardcoal,Heat_Low_Industrial,2018,3.243,,PJ,,,
FR,HLI_Direct_Electric,Heat_Low_Industrial,2018,0.245,,PJ,,,
FR,HLI_Oil_Boiler,Heat_Low_Industrial,2018,4.799,,PJ,,,
FR,*HLI_Gas_Boiler,Heat_Low_Industrial,2018,13.217,,PJ,,,
FR,*HLI_Convert_DH,Heat_Low_Industrial,2018,3.135,,PJ,,,
FR,HMI_Biomass,Heat_Medium_Industrial,2018,25.928,,PJ,,,
FR,HMI_HardCoal,Heat_Medium_Industrial,2018,11.782,,PJ,,,
FR,HMI_Steam_Electric,Heat_Medium_Industrial,2018,4.86,,PJ,,,
FR,HMI_Oil,Heat_Medium_Industrial,2018,34.854,,PJ,,,
FR,*HHI_BF_BOF,Heat_High_Industrial,2018,98.392,,PJ,,,
FR,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,6.043,,PJ,,,
FR,HHI_Scrap_EAF,Heat_High_Industrial,2018,11.667,,PJ,,,
